Student_ID,Location_Name,Building_Name,Floor,X_Coordinate,Y_Coordinate,Foot_Traffic_Density,Timestamp,Event
305,Auditorium,Academic Block B,3,44.88,7.05,High,2025-05-16 11:08:00,
306,Medical Center,Student Center,2,99.34,99.06,Medium,2025-05-16 13:26:00,
307,Lecture Hall B,Engineering Block,1,51.67,3.55,High,2025-05-16 13:52:00,Lunch Time
308,Student Lounge,Cultural Hall,2,84.83,58.94,High,2025-05-16 9:06:00,
309,Gymnasium,Academic Block A,2,42.92,30.7,Low,2025-05-16 14:59:00,
310,Cafeteria,Cultural Hall,3,23.78,82.84,Medium,2025-05-16 10:21:00,
311,Admin Office,Academic Block A,0,99.39,17.07,Low,2025-05-16 11:23:00,Orientation
312,Admin Office,Engineering Block,0,20.04,65.3,Low,2025-05-16 8:55:00,Sports Event
313,Parking Area,Academic Block B,0,35.04,93.74,High,2025-05-16 15:54:00,
314,Lecture Hall A,Academic Block B,0,29.74,81.12,Low,2025-05-16 16:40:00,
315,Admin Office,Cultural Hall,0,31.14,93.35,Medium,2025-05-16 8:42:00,
316,Cafeteria,Engineering Block,1,97.25,19.26,High,2025-05-16 16:05:00,
317,Medical Center,Main Gate,2,28.81,99.43,Medium,2025-05-16 12:46:00,
318,Lecture Hall B,Engineering Block,2,48.36,36.3,High,2025-05-16 15:30:00,Seminar
319,Cafeteria,Academic Block A,2,65.42,80.13,Low,2025-05-16 13:10:00,Lunch Time
320,Lecture Hall A,Main Gate,3,79.41,66.28,Low,2025-05-16 17:26:00,Sports Event
321,Garden Area,Cultural Hall,1,34.98,7.93,Medium,2025-05-16 13:56:00,Seminar
322,Lecture Hall B,Main Gate,1,62.06,5.56,High,2025-05-16 8:33:00,Seminar
323,Cafeteria,Student Center,0,47.69,94.35,High,2025-05-16 9:29:00,Orientation
324,Parking Area,Cultural Hall,1,52.57,17.02,Low,2025-05-16 13:07:00,Lunch Time
325,Gymnasium,Main Gate,2,73.39,73.33,High,2025-05-16 10:35:00,
326,Lecture Hall B,Academic Block B,1,55.02,34.2,Medium,2025-05-16 10:08:00,Orientation
327,Main Library,Engineering Block,1,12.28,73.3,High,2025-05-16 16:24:00,
328,Main Library,Student Center,2,48.74,20.63,High,2025-05-16 17:09:00,Class Break
329,Garden Area,Student Center,0,48.34,24.63,Medium,2025-05-16 10:24:00,Orientation
330,Medical Center,Student Center,0,31.07,51.26,Low,2025-05-16 8:09:00,
331,Admin Office,Academic Block B,1,94.7,54.54,Low,2025-05-16 11:17:00,Class Break
332,Lecture Hall A,Engineering Block,0,77.26,35.7,Low,2025-05-16 14:29:00,
333,Computer Lab,Academic Block A,2,21.99,81.7,Low,2025-05-16 10:59:00,Orientation
334,Main Library,Academic Block A,1,43.41,86.23,High,2025-05-16 8:12:00,Seminar
335,Lecture Hall A,Engineering Block,0,48.58,98.16,Medium,2025-05-16 8:13:00,
336,Main Library,Main Gate,1,15.89,27.84,High,2025-05-16 10:15:00,
337,Auditorium,Academic Block B,0,18.23,38.41,High,2025-05-16 17:13:00,Orientation
338,Lecture Hall A,Engineering Block,3,97.71,43.49,High,2025-05-16 16:49:00,
339,Medical Center,Academic Block A,3,52.62,63.61,Low,2025-05-16 11:04:00,Seminar
340,Lecture Hall A,Academic Block B,3,49.66,55.27,Low,2025-05-16 15:56:00,Orientation
341,Admin Office,Academic Block A,1,7.98,89.35,Low,2025-05-16 11:28:00,
342,Main Library,Academic Block B,0,6.33,39.61,Medium,2025-05-16 17:38:00,Seminar
343,Garden Area,Cultural Hall,1,35.48,36.78,Low,2025-05-16 10:02:00,
344,Admin Office,Main Gate,0,65.72,63.83,Medium,2025-05-16 10:07:00,Lunch Time
345,Lecture Hall A,Academic Block A,1,3.59,56.01,Medium,2025-05-16 12:01:00,Orientation
346,Garden Area,Academic Block A,1,84.65,14.89,High,2025-05-16 8:07:00,Seminar
347,Lecture Hall A,Engineering Block,1,42.72,29.23,Low,2025-05-16 17:26:00,Lunch Time
348,Medical Center,Student Center,0,13.63,46.53,Medium,2025-05-16 16:43:00,
349,Lecture Hall A,Main Gate,2,29.09,49.58,High,2025-05-16 15:52:00,Class Break
350,Student Lounge,Academic Block A,3,23.8,57.26,High,2025-05-16 10:03:00,Lunch Time
351,Gymnasium,Cultural Hall,1,2.99,8.45,High,2025-05-16 16:47:00,Class Break
352,Computer Lab,Student Center,0,32.18,82.13,Low,2025-05-16 11:28:00,
353,Medical Center,Main Gate,0,8.26,8.76,Medium,2025-05-16 16:48:00,
354,Gymnasium,Engineering Block,0,83.63,91.85,High,2025-05-16 13:49:00,
355,Lecture Hall A,Academic Block A,2,47.81,35.29,High,2025-05-16 13:09:00,
356,Medical Center,Academic Block B,0,70.47,91.87,High,2025-05-16 15:10:00,Class Break
357,Lecture Hall B,Academic Block B,1,0.89,34.34,Medium,2025-05-16 9:27:00,Class Break
358,Garden Area,Academic Block A,2,84.2,12.63,Low,2025-05-16 9:02:00,Lunch Time
359,Lecture Hall B,Engineering Block,3,14.09,21.87,Low,2025-05-16 9:17:00,
360,Cafeteria,Cultural Hall,0,30.55,29.39,Medium,2025-05-16 10:38:00,
361,Medical Center,Engineering Block,0,68,32.02,Medium,2025-05-16 17:15:00,
362,Admin Office,Academic Block A,0,96.86,13.08,Low,2025-05-16 9:58:00,
363,Student Lounge,Academic Block A,0,37.93,15.67,Medium,2025-05-16 14:48:00,Lunch Time
364,Medical Center,Engineering Block,0,97.87,83.22,Medium,2025-05-16 11:04:00,Class Break
365,Lecture Hall A,Main Gate,2,76.56,12.27,Low,2025-05-16 14:48:00,Lunch Time
366,Computer Lab,Cultural Hall,2,71.57,17.44,Low,2025-05-16 11:07:00,
367,Garden Area,Cultural Hall,0,7.37,92.71,High,2025-05-16 10:08:00,Seminar
368,Main Library,Academic Block B,0,73.19,35.37,High,2025-05-16 14:03:00,Seminar
369,Main Library,Cultural Hall,3,70.33,54.54,Low,2025-05-16 12:48:00,Class Break
370,Admin Office,Main Gate,3,1.62,10.52,Low,2025-05-16 8:45:00,Orientation
371,Lecture Hall A,Student Center,0,41.15,74.99,Low,2025-05-16 10:23:00,Lunch Time
372,Medical Center,Student Center,0,91.33,93.63,High,2025-05-16 9:01:00,
373,Parking Area,Main Gate,2,5.21,73.39,Medium,2025-05-16 17:42:00,Sports Event
374,Medical Center,Cultural Hall,3,62.34,60.59,Medium,2025-05-16 17:51:00,Lunch Time
375,Student Lounge,Academic Block B,0,61.23,32.9,Medium,2025-05-16 11:53:00,
376,Admin Office,Cultural Hall,3,38.73,54.36,High,2025-05-16 13:20:00,Lunch Time
377,Garden Area,Cultural Hall,2,76.24,95.12,Medium,2025-05-16 11:59:00,Seminar
378,Garden Area,Cultural Hall,1,86.88,71.38,Medium,2025-05-16 14:40:00,Orientation
379,Student Lounge,Academic Block B,3,79.54,28.84,Medium,2025-05-16 17:11:00,
380,Computer Lab,Academic Block A,0,77.39,13.63,Low,2025-05-16 14:28:00,Lunch Time
381,Gymnasium,Main Gate,3,72.38,66.78,Low,2025-05-16 17:45:00,Orientation
382,Parking Area,Engineering Block,0,67.17,14.44,Medium,2025-05-16 13:43:00,Class Break
383,Gymnasium,Cultural Hall,3,83.52,30.47,High,2025-05-16 14:03:00,Sports Event
384,Student Lounge,Engineering Block,2,92.45,5.72,High,2025-05-16 9:34:00,Sports Event
385,Auditorium,Student Center,2,70.09,45.38,Low,2025-05-16 13:16:00,Orientation
386,Lecture Hall B,Academic Block A,3,32.36,5.6,High,2025-05-16 10:32:00,
387,Garden Area,Main Gate,1,37.9,76.69,Medium,2025-05-16 13:36:00,Lunch Time
388,Computer Lab,Student Center,1,79.77,85.97,High,2025-05-16 17:23:00,Orientation
389,Lecture Hall B,Engineering Block,0,0.44,45.67,Low,2025-05-16 13:36:00,Sports Event
390,Lecture Hall B,Engineering Block,3,54.35,70.31,Medium,2025-05-16 17:50:00,Class Break
391,Cafeteria,Cultural Hall,2,73.55,93.41,High,2025-05-16 12:43:00,
392,Garden Area,Student Center,2,65.75,28.12,Low,2025-05-16 13:17:00,Seminar
393,Parking Area,Engineering Block,2,20.65,97.49,High,2025-05-16 16:28:00,
394,Parking Area,Academic Block B,1,73.94,99.96,Low,2025-05-16 11:24:00,Orientation
395,Cafeteria,Student Center,3,23.86,88.24,High,2025-05-16 16:28:00,
396,Gymnasium,Student Center,2,20.82,77.38,Medium,2025-05-16 9:59:00,
397,Medical Center,Student Center,3,27.63,74.24,High,2025-05-16 13:04:00,Orientation
398,Student Lounge,Main Gate,0,42.1,20.75,Low,2025-05-16 11:08:00,
399,Medical Center,Academic Block B,3,60.12,81.7,Low,2025-05-16 13:37:00,Sports Event
400,Student Lounge,Cultural Hall,3,44.67,52.36,Low,2025-05-16 14:50:00,Lunch Time
401,Parking Area,Student Center,3,68.53,67.13,High,2025-05-16 15:34:00,
402,Admin Office,Engineering Block,3,61.41,2.91,Low,2025-05-16 15:46:00,Seminar
403,Medical Center,Academic Block A,1,28.08,54.45,Medium,2025-05-16 8:27:00,Lunch Time
404,Gymnasium,Cultural Hall,3,16.87,61.57,Medium,2025-05-16 8:22:00,
405,Computer Lab,Student Center,3,9.38,36.24,High,2025-05-16 17:48:00,
406,Admin Office,Student Center,0,82.13,79.64,Low,2025-05-16 14:06:00,Sports Event
407,Lecture Hall B,Main Gate,2,78.58,64.74,Medium,2025-05-16 14:57:00,Lunch Time
408,Admin Office,Student Center,2,24.52,0.1,Medium,2025-05-16 11:09:00,Seminar
409,Garden Area,Main Gate,1,45.87,11.41,Medium,2025-05-16 13:53:00,Seminar
410,Student Lounge,Student Center,0,81.88,4.03,Low,2025-05-16 12:45:00,Seminar
411,Cafeteria,Engineering Block,0,40.81,55.17,Medium,2025-05-16 14:51:00,Lunch Time
412,Parking Area,Student Center,2,92.46,48.72,Medium,2025-05-16 14:26:00,Class Break
413,Student Lounge,Academic Block B,3,85.5,59.5,High,2025-05-16 8:40:00,
414,Parking Area,Academic Block A,2,8.84,58.17,Medium,2025-05-16 11:35:00,Lunch Time
415,Student Lounge,Student Center,3,94.8,49.81,High,2025-05-16 16:59:00,Orientation
416,Main Library,Academic Block A,1,42.03,10.95,Medium,2025-05-16 10:10:00,
417,Garden Area,Academic Block A,2,90.33,10.38,Low,2025-05-16 17:21:00,
418,Student Lounge,Engineering Block,2,4.24,65.57,Low,2025-05-16 10:06:00,
419,Lecture Hall A,Academic Block A,1,58.35,77.49,Low,2025-05-16 14:59:00,Sports Event
420,Medical Center,Student Center,2,42.84,55.24,Low,2025-05-16 12:23:00,Sports Event
421,Medical Center,Academic Block A,1,19.21,11.38,Low,2025-05-16 14:22:00,Sports Event
422,Medical Center,Engineering Block,3,57.87,99.42,Medium,2025-05-16 15:12:00,Seminar
423,Gymnasium,Main Gate,3,56.04,3.21,Medium,2025-05-16 13:38:00,Sports Event
424,Lecture Hall B,Engineering Block,3,73.38,33.93,Medium,2025-05-16 11:11:00,Lunch Time
425,Auditorium,Academic Block A,3,8.61,47,Low,2025-05-16 9:49:00,
426,Garden Area,Academic Block A,3,40.94,55.23,Medium,2025-05-16 11:57:00,Lunch Time
427,Auditorium,Main Gate,1,99.07,39.4,Medium,2025-05-16 10:37:00,Sports Event
428,Lecture Hall A,Student Center,0,28.91,63.12,Low,2025-05-16 16:10:00,Lunch Time
429,Gymnasium,Cultural Hall,2,44.25,59.89,High,2025-05-16 18:00:00,Class Break
430,Auditorium,Cultural Hall,2,40.86,28.64,High,2025-05-16 10:26:00,Lunch Time
431,Medical Center,Main Gate,2,31.77,5.32,Low,2025-05-16 12:10:00,Seminar
432,Main Library,Main Gate,1,81.16,22.94,Medium,2025-05-16 12:12:00,Seminar
433,Auditorium,Cultural Hall,1,74.61,20.71,High,2025-05-16 16:41:00,
434,Admin Office,Academic Block B,0,24.56,70.95,High,2025-05-16 12:19:00,Lunch Time
435,Computer Lab,Main Gate,3,81.68,69.84,Low,2025-05-16 15:22:00,Sports Event
436,Cafeteria,Main Gate,0,47.02,59.1,Medium,2025-05-16 12:55:00,Sports Event
437,Auditorium,Cultural Hall,2,38.02,9.11,High,2025-05-16 12:28:00,
438,Parking Area,Student Center,2,39.57,70.95,Medium,2025-05-16 13:00:00,Seminar
439,Garden Area,Main Gate,1,44.07,96.4,Low,2025-05-16 15:40:00,Orientation
440,Auditorium,Academic Block A,0,62.96,89.36,High,2025-05-16 11:24:00,Class Break
441,Lecture Hall A,Academic Block A,3,18.77,20.36,Medium,2025-05-16 17:16:00,
442,Computer Lab,Engineering Block,0,88.67,35.67,High,2025-05-16 8:19:00,
443,Student Lounge,Academic Block B,1,15.43,92.33,Low,2025-05-16 17:01:00,Class Break
444,Student Lounge,Student Center,2,39.94,87.81,Medium,2025-05-16 9:49:00,
445,Garden Area,Cultural Hall,0,69.14,63.6,High,2025-05-16 13:56:00,
446,Lecture Hall A,Academic Block B,0,52.15,65.25,High,2025-05-16 8:40:00,Sports Event
447,Lecture Hall A,Cultural Hall,2,48.55,47.7,Low,2025-05-16 16:44:00,Sports Event
448,Garden Area,Student Center,0,15.73,50.3,Medium,2025-05-16 16:02:00,Class Break
449,Garden Area,Cultural Hall,0,7.58,5.79,Medium,2025-05-16 13:11:00,Lunch Time
450,Auditorium,Academic Block A,1,49.83,85.6,Low,2025-05-16 9:58:00,
451,Parking Area,Main Gate,2,90.57,75.62,Low,2025-05-16 8:55:00,Seminar
452,Lecture Hall A,Student Center,2,42.28,71.97,Medium,2025-05-16 15:58:00,
453,Lecture Hall A,Cultural Hall,1,9.67,66.4,Medium,2025-05-16 12:57:00,Orientation
454,Lecture Hall B,Cultural Hall,3,86.28,63.56,Low,2025-05-16 17:07:00,Lunch Time
455,Cafeteria,Student Center,1,18.59,8.48,Medium,2025-05-16 13:03:00,
456,Admin Office,Student Center,2,91.25,73.26,High,2025-05-16 9:11:00,Sports Event
457,Student Lounge,Academic Block A,0,88.58,14.43,Medium,2025-05-16 8:34:00,
458,Admin Office,Engineering Block,1,90.08,58.07,Low,2025-05-16 12:35:00,
459,Auditorium,Cultural Hall,0,86.12,75.16,Medium,2025-05-16 11:33:00,Orientation
460,Main Library,Academic Block A,2,49,54.72,Medium,2025-05-16 17:39:00,Orientation
461,Medical Center,Cultural Hall,3,21.82,11.06,Medium,2025-05-16 9:05:00,Lunch Time
462,Parking Area,Academic Block A,2,99.5,40.92,Medium,2025-05-16 16:49:00,
463,Lecture Hall B,Main Gate,2,14.27,13.85,Low,2025-05-16 17:03:00,Seminar
464,Computer Lab,Academic Block A,1,32.06,43.19,High,2025-05-16 12:01:00,Class Break
465,Garden Area,Academic Block A,1,74.19,91.07,High,2025-05-16 11:19:00,Class Break
466,Main Library,Main Gate,3,52.87,28.82,Low,2025-05-16 9:12:00,
467,Lecture Hall B,Student Center,3,74.49,27.61,High,2025-05-16 15:10:00,
468,Computer Lab,Academic Block A,1,58.46,42.82,High,2025-05-16 10:46:00,
469,Lecture Hall A,Main Gate,1,15.98,9.22,High,2025-05-16 16:19:00,Class Break
470,Lecture Hall B,Academic Block A,3,63.61,66.53,Low,2025-05-16 15:53:00,
471,Garden Area,Student Center,0,90.77,68.7,Low,2025-05-16 11:39:00,Seminar
472,Lecture Hall A,Academic Block B,2,6.99,80.02,High,2025-05-16 13:13:00,
473,Student Lounge,Engineering Block,3,73.62,22.91,Low,2025-05-16 15:40:00,Class Break
474,Gymnasium,Academic Block A,1,95.81,64.93,Low,2025-05-16 8:20:00,Lunch Time
475,Auditorium,Student Center,3,0.27,15.2,Medium,2025-05-16 15:29:00,Lunch Time
476,Lecture Hall A,Academic Block B,3,67.58,26.29,Medium,2025-05-16 17:41:00,
477,Main Library,Student Center,1,79.19,96.82,Low,2025-05-16 15:22:00,Orientation
478,Auditorium,Academic Block B,2,71.01,52.72,Medium,2025-05-16 10:00:00,Orientation
479,Parking Area,Engineering Block,1,72.27,35.5,High,2025-05-16 14:43:00,
480,Admin Office,Student Center,1,7.8,35.01,Medium,2025-05-16 17:39:00,
481,Lecture Hall A,Academic Block B,0,36.25,73.18,Low,2025-05-16 11:16:00,Orientation
482,Parking Area,Academic Block A,0,42.89,59.86,Medium,2025-05-16 15:32:00,
483,Admin Office,Engineering Block,0,0.08,53.81,Medium,2025-05-16 14:33:00,
484,Medical Center,Cultural Hall,2,61.78,3.16,Medium,2025-05-16 12:56:00,Class Break
485,Admin Office,Cultural Hall,1,6.03,69.17,High,2025-05-16 13:52:00,Sports Event
486,Parking Area,Academic Block B,1,47.42,56.7,High,2025-05-16 8:11:00,Orientation
487,Auditorium,Engineering Block,0,18.71,24.64,Low,2025-05-16 12:11:00,
488,Auditorium,Cultural Hall,0,71.6,85.58,Medium,2025-05-16 10:47:00,Class Break
489,Admin Office,Engineering Block,2,22.57,18.53,Low,2025-05-16 15:40:00,Orientation
490,Parking Area,Student Center,2,73.2,80.76,High,2025-05-16 17:27:00,Orientation
491,Auditorium,Engineering Block,3,61.95,71.08,Medium,2025-05-16 9:47:00,Lunch Time
492,Student Lounge,Academic Block A,2,15.87,4.92,High,2025-05-16 13:39:00,
493,Gymnasium,Main Gate,2,76.93,39.91,High,2025-05-16 16:02:00,
494,Computer Lab,Student Center,0,13.98,26.78,Low,2025-05-16 8:14:00,Class Break
495,Garden Area,Cultural Hall,0,22.35,42.94,Low,2025-05-16 14:10:00,
496,Parking Area,Main Gate,3,56.99,23.29,High,2025-05-16 11:42:00,Orientation
497,Student Lounge,Cultural Hall,2,77.98,40.49,Low,2025-05-16 14:27:00,Class Break
498,Lecture Hall B,Engineering Block,1,80.16,4.43,Low,2025-05-16 8:30:00,Sports Event
499,Lecture Hall A,Academic Block A,2,37.54,73.95,Low,2025-05-16 17:37:00,Sports Event
500,Auditorium,Engineering Block,3,90.51,97.25,High,2025-05-16 10:26:00,
501,Admin Office,Main Gate,0,31.79,89.83,High,2025-05-16 14:56:00,Orientation
502,Lecture Hall B,Student Center,1,43.89,96.41,High,2025-05-16 14:57:00,
503,Student Lounge,Cultural Hall,0,39.17,65.63,Low,2025-05-16 15:27:00,Class Break
504,Medical Center,Student Center,2,15.05,68.93,Medium,2025-05-16 10:06:00,Seminar
505,Medical Center,Student Center,0,13.11,91.73,High,2025-05-16 12:26:00,
506,Gymnasium,Academic Block A,2,90.02,43.06,Medium,2025-05-16 8:13:00,Sports Event
507,Admin Office,Student Center,0,96.42,2.47,Low,2025-05-16 8:42:00,Orientation
508,Cafeteria,Engineering Block,3,1.99,33.86,High,2025-05-16 8:36:00,Lunch Time
509,Lecture Hall B,Cultural Hall,3,7.97,48.89,High,2025-05-16 10:25:00,Class Break
510,Auditorium,Engineering Block,3,83.66,14.06,High,2025-05-16 8:30:00,Lunch Time
511,Admin Office,Academic Block A,3,67.95,83.3,High,2025-05-16 9:50:00,
512,Main Library,Academic Block A,0,89.13,46.33,High,2025-05-16 14:21:00,
513,Admin Office,Cultural Hall,2,10.48,55.05,High,2025-05-16 12:22:00,Seminar
514,Lecture Hall A,Academic Block B,0,91.06,90.74,High,2025-05-16 8:14:00,
515,Garden Area,Academic Block B,0,94.03,37.8,Medium,2025-05-16 13:21:00,Lunch Time
516,Auditorium,Student Center,3,47.25,73.7,Medium,2025-05-16 11:05:00,
517,Student Lounge,Academic Block B,2,0.9,90.75,Medium,2025-05-16 17:38:00,
518,Computer Lab,Cultural Hall,3,75.98,24.49,Low,2025-05-16 14:33:00,
519,Admin Office,Student Center,3,68.6,90.79,High,2025-05-16 16:39:00,Sports Event
520,Gymnasium,Academic Block B,3,60.53,28.99,Medium,2025-05-16 17:18:00,Lunch Time
521,Auditorium,Academic Block B,1,77.18,78.08,High,2025-05-16 15:10:00,
522,Auditorium,Cultural Hall,0,35.77,29.18,High,2025-05-16 9:46:00,Lunch Time
523,Student Lounge,Main Gate,0,95.61,1.74,High,2025-05-16 8:41:00,
524,Student Lounge,Cultural Hall,1,48.62,9.81,Medium,2025-05-16 14:15:00,Seminar
525,Parking Area,Cultural Hall,1,15.09,10.91,Medium,2025-05-16 16:38:00,
526,Lecture Hall B,Main Gate,0,93.75,9.48,High,2025-05-16 10:02:00,Orientation
527,Main Library,Academic Block B,3,61.4,15.36,Low,2025-05-16 15:06:00,
528,Auditorium,Main Gate,0,21.92,77.81,Medium,2025-05-16 13:47:00,Lunch Time
529,Garden Area,Cultural Hall,2,61.1,53.08,Medium,2025-05-16 13:09:00,
530,Auditorium,Student Center,2,32.14,58.68,Low,2025-05-16 14:50:00,
531,Lecture Hall A,Engineering Block,1,26.35,81.61,Low,2025-05-16 10:56:00,Seminar
532,Parking Area,Cultural Hall,1,40.1,53.09,High,2025-05-16 11:41:00,Class Break
533,Lecture Hall A,Main Gate,1,8.98,40.97,Low,2025-05-16 12:39:00,Lunch Time
534,Student Lounge,Engineering Block,0,61.45,48.47,Low,2025-05-16 9:57:00,Class Break
535,Parking Area,Engineering Block,1,1.25,5.84,Medium,2025-05-16 15:31:00,Sports Event
536,Computer Lab,Main Gate,0,95.31,45.16,High,2025-05-16 14:46:00,Lunch Time
537,Parking Area,Academic Block B,0,83.15,88.75,Medium,2025-05-16 15:57:00,Lunch Time
538,Lecture Hall B,Main Gate,0,58.37,68.11,Low,2025-05-16 16:21:00,Orientation
539,Lecture Hall B,Student Center,3,95.72,72.93,Medium,2025-05-16 16:50:00,
540,Main Library,Main Gate,0,83.5,2.5,Medium,2025-05-16 8:48:00,Orientation
541,Main Library,Student Center,3,97.95,91.17,Low,2025-05-16 9:05:00,Lunch Time
542,Auditorium,Academic Block B,3,2.41,38.22,High,2025-05-16 8:40:00,Orientation
543,Admin Office,Student Center,3,59.82,84.37,High,2025-05-16 16:37:00,Class Break
544,Lecture Hall A,Main Gate,1,55.68,35.61,High,2025-05-16 17:55:00,Class Break
545,Lecture Hall A,Cultural Hall,2,71.45,65.48,Low,2025-05-16 14:46:00,Lunch Time
546,Parking Area,Cultural Hall,1,9.02,10.72,Medium,2025-05-16 15:02:00,Class Break
547,Parking Area,Engineering Block,3,45.42,61.35,Medium,2025-05-16 13:23:00,Orientation
548,Cafeteria,Cultural Hall,3,81.6,55.41,Low,2025-05-16 9:40:00,Lunch Time
549,Medical Center,Academic Block B,0,66.45,38.37,High,2025-05-16 17:54:00,Class Break
550,Auditorium,Engineering Block,3,64.19,3.42,Low,2025-05-16 16:47:00,Seminar
551,Lecture Hall B,Student Center,3,91.04,74.97,Medium,2025-05-16 10:58:00,Orientation
552,Medical Center,Main Gate,2,62.78,8.35,Low,2025-05-16 17:21:00,Class Break
553,Admin Office,Academic Block A,2,54.8,56.83,Medium,2025-05-16 14:58:00,
554,Computer Lab,Academic Block B,1,43.81,7.12,High,2025-05-16 12:56:00,Lunch Time
555,Cafeteria,Engineering Block,2,72.37,40.13,Medium,2025-05-16 8:46:00,Sports Event
556,Gymnasium,Engineering Block,0,70.4,69.97,Medium,2025-05-16 13:27:00,
557,Cafeteria,Cultural Hall,2,57.06,64.67,High,2025-05-16 13:27:00,Lunch Time
558,Student Lounge,Academic Block B,1,93.41,61.52,Medium,2025-05-16 14:47:00,Lunch Time
559,Lecture Hall B,Main Gate,0,48.9,1.08,Medium,2025-05-16 8:29:00,Orientation
560,Main Library,Cultural Hall,0,87.27,86.54,High,2025-05-16 13:20:00,Lunch Time
561,Main Library,Engineering Block,3,76.23,2.01,High,2025-05-16 12:10:00,Sports Event
562,Lecture Hall A,Main Gate,2,75.02,90.46,Low,2025-05-16 14:55:00,Seminar
563,Medical Center,Student Center,0,7.77,25.65,Medium,2025-05-16 13:12:00,
564,Main Library,Engineering Block,0,92.8,44.29,Low,2025-05-16 12:21:00,Class Break
565,Admin Office,Main Gate,3,88.75,61.38,High,2025-05-16 9:52:00,Class Break
566,Admin Office,Academic Block B,2,46.33,6.63,Low,2025-05-16 17:37:00,
567,Lecture Hall A,Main Gate,3,25.98,45.89,Low,2025-05-16 8:07:00,Lunch Time
568,Admin Office,Main Gate,0,74.39,27.42,Medium,2025-05-16 11:50:00,Orientation
569,Cafeteria,Academic Block A,2,33.98,74.61,Medium,2025-05-16 9:58:00,Class Break
570,Garden Area,Cultural Hall,3,6.87,26.14,High,2025-05-16 12:28:00,
571,Main Library,Academic Block B,2,99.17,14.49,Low,2025-05-16 10:27:00,Sports Event
572,Parking Area,Main Gate,2,92.54,36.66,Low,2025-05-16 9:32:00,Class Break
573,Computer Lab,Main Gate,1,3.21,93.22,Medium,2025-05-16 17:42:00,Class Break
574,Main Library,Cultural Hall,2,91.26,27.39,Medium,2025-05-16 9:14:00,Orientation
575,Lecture Hall A,Academic Block A,3,39.91,8.47,Medium,2025-05-16 10:17:00,Lunch Time
576,Gymnasium,Academic Block B,2,34.77,25.97,Low,2025-05-16 11:05:00,Class Break
577,Lecture Hall A,Engineering Block,1,3.26,52.95,Low,2025-05-16 15:41:00,
578,Auditorium,Student Center,2,70.83,58.72,High,2025-05-16 12:13:00,
579,Auditorium,Academic Block B,2,48.31,79.75,Low,2025-05-16 9:58:00,Seminar
580,Lecture Hall A,Academic Block B,0,71.63,74.25,Low,2025-05-16 11:16:00,
581,Auditorium,Engineering Block,3,60.77,57.14,Low,2025-05-16 11:18:00,Lunch Time
582,Gymnasium,Engineering Block,2,91.53,79.07,Medium,2025-05-16 13:04:00,Lunch Time
583,Auditorium,Academic Block A,3,63.32,32.36,Medium,2025-05-16 10:27:00,
584,Student Lounge,Academic Block A,1,15.54,12.87,Medium,2025-05-16 8:12:00,
585,Computer Lab,Student Center,0,69.2,91.51,Low,2025-05-16 15:47:00,Orientation
586,Gymnasium,Student Center,2,53.22,0.16,Medium,2025-05-16 9:40:00,Seminar
587,Main Library,Main Gate,3,35.3,8.14,High,2025-05-16 9:58:00,Seminar
588,Medical Center,Student Center,3,48.1,11.75,Low,2025-05-16 16:17:00,Lunch Time
589,Lecture Hall B,Student Center,1,70.06,98.95,Low,2025-05-16 8:43:00,Seminar
590,Computer Lab,Cultural Hall,2,30.96,72.79,High,2025-05-16 11:54:00,
591,Student Lounge,Student Center,1,70.05,4.87,Medium,2025-05-16 15:06:00,
592,Gymnasium,Academic Block A,2,23.6,78.47,Low,2025-05-16 10:10:00,
593,Medical Center,Cultural Hall,1,54.86,25.63,High,2025-05-16 16:05:00,Sports Event
594,Lecture Hall A,Academic Block A,0,5.01,44.83,Low,2025-05-16 14:27:00,Sports Event
595,Computer Lab,Academic Block A,1,97.55,58.38,High,2025-05-16 17:29:00,
596,Lecture Hall B,Main Gate,0,7.69,71.32,High,2025-05-16 12:16:00,Sports Event
597,Gymnasium,Cultural Hall,0,70.87,60.85,Medium,2025-05-16 16:16:00,
598,Lecture Hall A,Cultural Hall,0,89.33,90.94,High,2025-05-16 12:33:00,Sports Event
599,Lecture Hall A,Academic Block A,1,20.9,88.38,High,2025-05-16 13:55:00,Class Break
600,Computer Lab,Academic Block B,1,47.66,39.12,Medium,2025-05-16 8:01:00,Seminar
601,Lecture Hall B,Academic Block A,3,51.77,46.35,High,2025-05-16 17:32:00,
602,Medical Center,Engineering Block,2,71.89,62.33,High,2025-05-16 14:01:00,
603,Lecture Hall A,Academic Block A,2,22.64,45.08,Medium,2025-05-16 15:44:00,
604,Student Lounge,Academic Block A,1,77.67,12.51,Medium,2025-05-16 14:34:00,
605,Student Lounge,Academic Block B,2,4.35,46.69,Low,2025-05-16 8:12:00,
606,Garden Area,Main Gate,1,27.22,93,Medium,2025-05-16 11:30:00,Sports Event
607,Cafeteria,Cultural Hall,3,33.58,53.58,Medium,2025-05-16 9:17:00,Class Break
608,Gymnasium,Main Gate,2,99.01,25.41,Low,2025-05-16 10:51:00,Orientation
609,Lecture Hall A,Student Center,0,27.77,32.13,High,2025-05-16 16:52:00,
610,Auditorium,Academic Block A,1,9.51,40.76,Medium,2025-05-16 8:29:00,
